title,region,region_name,region_parent_name,property_size,bedrooms,bathrooms,furnishing,is_boost,price
Furnished 3bdrm Duplex in Omole for sale,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,500.0,3.0,4.0,Furnished,diamond,160000000
"Furnished 6bdrm Duplex in Shelter Afrique, Uyo for sale","Akwa Ibom State, Uyo",Uyo,Akwa Ibom State,1434.0,6.0,8.0,Furnished,False,500000000
4bdrm Duplex in Opebi for sale,"Ikeja, Opebi",Opebi,Lagos State,300.0,4.0,5.0,Unfurnished,False,320000000
Furnished 10bdrm Block of Flats for sale,"Ogun State, Abeokuta North",Abeokuta North,Ogun State,1000.0,10.0,5.0,Furnished,enterprise,50000000
Furnished 3bdrm Block of Flats in Omole for sale,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,600.0,3.0,3.0,Furnished,diamond,300000000
3bdrm Block of Flats in Akenson Ikotun Igando for sale,"Lagos State, Ikotun/Igando",Ikotun/Igando,Lagos State,600.0,3.0,3.0,Semi-Furnished,diamond,95000000
Furnished 4bdrm Duplex in Gbagada for sale,"Lagos State, Gbagada",Gbagada,Lagos State,600.0,4.0,4.0,Furnished,diamond,280000000
4bdrm Block of Flats in Abiola Farm And for sale,"Ipaja, Ayobo",Ayobo,Lagos State,600.0,4.0,4.0,Semi-Furnished,diamond,110000000
"Furnished 2bdrm Bungalow in Balofem Properties , Abeokuta North","Ogun State, Abeokuta North",Abeokuta North,Ogun State,1200.0,2.0,4.0,Furnished,enterprise,25000000
Furnished 4bdrm Duplex in Gra Ogba for sale,"Ogba, Ogba Gra",Ogba Gra,Lagos State,600.0,4.0,4.0,Furnished,diamond,300000000
"Furnished 6bdrm Duplex in Greenland Estate, Isheri / Egbe Idimu","Egbe/Idimu, Isheri / Egbe Idimu",Isheri / Egbe Idimu,Osun State,500.0,6.0,6.0,Furnished,diamond,180000000
4bdrm Duplex in Ikota Gra for sale,"Lekki, Ikota",Ikota,Lagos State,500.0,4.0,4.0,Semi-Furnished,diamond,140000000
Furnished 4bdrm Duplex in Ogba for sale,"Lagos State, Ogba",Ogba,Lagos State,400.0,4.0,4.0,Furnished,diamond,280000000
Furnished 5bdrm Duplex in Osapa for sale,"Lekki, Osapa London",Osapa London,Lagos State,600.0,5.0,5.0,Furnished,diamond,650000000
"2bdrm Apartment in Gov.Rd, Governors Road for sale","Ikotun/Igando, Governors Road",Governors Road,Lagos State,300.0,2.0,2.0,Semi-Furnished,diamond,60000000
3bdrm Duplex in Ajao Estate for sale,"Isolo, Ajao Estate",Ajao Estate,Lagos State,450.0,3.0,3.0,Unfurnished,enterprise,220000000
Furnished 3bdrm Apartment in Katampe (Main) for sale,"Katampe, Katampe (Main)",Katampe (Main),Abuja (Fct),150.0,3.0,3.0,Furnished,diamond,280000000
"5bdrm Duplex in Bolajoko Estate, Ibadan North West for sale","Ibadan, Ibadan North West",Ibadan North West,Oyo State,600.0,5.0,5.0,Unfurnished,vip,100000000
"Furnished 3bdrm Bungalow in Eputu, Awoyaya for sale","Ibeju, Awoyaya",Awoyaya,Lagos State,300.0,3.0,3.0,Furnished,enterprise,50000000
Furnished 5bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,500.0,5.0,5.0,Furnished,enterprise,260000000
"5bdrm Duplex in Obadore, Igando / Ikotun/Igando for sale","Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Lagos State,500.0,5.0,3.0,Unfurnished,diamond,55000000
Furnished 4bdrm Duplex in Karaoke Estate Ogba for sale,"Lagos State, Ogba",Ogba,Lagos State,500.0,4.0,4.0,Furnished,diamond,220000000
Furnished 4bdrm Duplex in Ajah Leki for sale,"Lagos State, Ajah",Ajah,Lagos State,600.0,4.0,4.0,Furnished,diamond,180000000
Furnished 6bdrm Duplex in Ajao Estate for sale,"Isolo, Ajao Estate",Ajao Estate,Lagos State,600.0,6.0,6.0,Furnished,diamond,260000000
"4bdrm Duplex in Adeniyi Jones, Ikeja for sale","Lagos State, Ikeja",Ikeja,Lagos State,350.0,4.0,4.0,Unfurnished,enterprise,285000000
"3bdrm Block of Flats in Adetokun, Ibadan for sale","Oyo State, Ibadan",Ibadan,Oyo State,500.0,3.0,3.0,Unfurnished,vip,130000000
Furnished 5bdrm Duplex in Ikeja GRA for sale,"Ikeja, Ikeja Gra",Ikeja Gra,Lagos State,500.0,5.0,6.0,Furnished,False,540000000
Furnished 5bdrm Duplex in Ogudu GRA for sale,"Ogudu, Ogudu Gra",Ogudu Gra,Lagos State,300.0,5.0,5.0,Furnished,False,550000000
"5bdrm Duplex in Dg, Katampe (Main) for sale","Katampe, Katampe (Main)",Katampe (Main),Abuja (Fct),3000.0,5.0,6.0,Unfurnished,enterprise,400000000
"Furnished 5bdrm Duplex in Ikola, Alagbado for sale","Ifako-Ijaiye, Alagbado",Alagbado,Lagos State,500.0,5.0,3.0,Furnished,diamond,70000000
"2bdrm Bungalow in Ishefun, Ayobo for sale","Ipaja, Ayobo",Ayobo,Lagos State,600.0,2.0,2.0,Semi-Furnished,diamond,25000000
Furnished 4bdrm Duplex in Ogudu Gra Phase 2 for sale,"Ogudu, Ogudu Gra",Ogudu Gra,Lagos State,500.0,4.0,5.0,Furnished,diamond,280000000
"3bdrm Bungalow in Iyana Sachi, Iba / Ojo for sale","Ojo, Iba / Ojo",Iba / Ojo,Lagos State,600.0,3.0,3.0,Semi-Furnished,diamond,35000000
3bdrm Block of Flats in Iju Ishaga for sale,"Agege, Iju-Ishaga",Iju-Ishaga,Lagos State,600.0,3.0,3.0,Semi-Furnished,diamond,50000000
3bdrm Block of Flats in Ketu Lagos for sale,"Kosofe, Ketu-Ikosi",Ketu-Ikosi,Lagos State,600.0,3.0,4.0,Semi-Furnished,diamond,270000000
Furnished 4bdrm Duplex in Millenium Gbagada for sale,"Lagos State, Gbagada",Gbagada,Lagos State,500.0,4.0,4.0,Furnished,diamond,300000000
"4bdrm Duplex in Age, Agege for sale","Lagos State, Agege",Agege,Lagos State,600.0,4.0,4.0,Semi-Furnished,diamond,70000000
Furnished 5bdrm Duplex in Adeniyi Jones for sale,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,500.0,5.0,4.0,Furnished,diamond,330000000
"Furnished 4bdrm Duplex in Custom Bustop, Ikotun/Igando for sale","Lagos State, Ikotun/Igando",Ikotun/Igando,Lagos State,600.0,4.0,4.0,Furnished,diamond,90000000
Furnished 4bdrm Duplex in Opebi for sale,"Ikeja, Opebi",Opebi,Lagos State,500.0,4.0,4.0,Furnished,diamond,450000000
"3bdrm Duplex in S&T Estate, Ibadan for sale","Oyo State, Ibadan",Ibadan,Oyo State,800.0,3.0,3.0,Unfurnished,vip,200000000
5bdrm Duplex in Peace Estate for sale,"Ajah, Thomas Estate",Thomas Estate,Lagos State,450.0,5.0,6.0,Semi-Furnished,diamond,160000000
Mini Flat in Abaranje for sale,"Ikotun/Igando, Abaranje",Abaranje,Lagos State,300.0,3.0,3.0,Unfurnished,diamond,27000000
Furnished 4bdrm Duplex in Ikeja for sale,"Lagos State, Ikeja",Ikeja,Lagos State,600.0,4.0,3.0,Furnished,diamond,320000000
1bdrm Block of Flats in Egbe for sale,"Ikotun/Igando, Egbe / Ikotun/Igando",Egbe / Ikotun/Igando,Lagos State,600.0,1.0,1.0,Unfurnished,diamond,100000000
"Furnished 3bdrm Apartment in Illupeju Estate, Ilupeju for sale","Lagos State, Ilupeju",Ilupeju,Lagos State,600.0,3.0,3.0,Furnished,diamond,270000000
"3bdrm Apartment in Gowon Estate, Egbeda for sale","Oyo State, Egbeda",Egbeda,Oyo State,1200.0,3.0,4.0,Semi-Furnished,diamond,150000000
4bdrm Block of Flats in Oba Akran for sale,"Ikeja, Oba Akran",Oba Akran,Lagos State,600.0,4.0,4.0,Semi-Furnished,diamond,160000000
3bdrm Apartment in Port-Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,1300.0,3.0,3.0,Unfurnished,False,56000000
Furnished 4bdrm Duplex in Ogba for sale,"Lagos State, Ogba",Ogba,Lagos State,200.0,4.0,5.0,Furnished,False,180000000
"Furnished 12bdrm Bungalow in Balofem Properties &, Abeokuta South","Ogun State, Abeokuta South",Abeokuta South,Ogun State,1530.0,12.0,10.0,Furnished,enterprise,112500000
"2bdrm Apartment in Paradise 2 Estate, Life Camp for sale","Gwarinpa, Life Camp",Life Camp,Abuja (Fct),450.0,2.0,3.0,Unfurnished,diamond,35000000
"Furnished 4bdrm Duplex in Songotedo Ajah, Ijebu for sale","Ogun State, Ijebu",Ijebu,Ogun State,500.0,4.0,4.0,Furnished,diamond,100000000
"Furnished 5bdrm Duplex in Ikota, Ifako-Ijaiye for sale","Lagos State, Ifako-Ijaiye",Ifako-Ijaiye,Lagos State,500.0,5.0,5.0,Furnished,diamond,300000000
4bdrm Bungalow in Meiran Abule Egba for sale,"Lagos State, Abule Egba",Abule Egba,Lagos State,300.0,4.0,4.0,Semi-Furnished,diamond,35000000
Furnished 4bdrm Duplex in Allen for sale,"Ikeja, Allen Avenue",Allen Avenue,Lagos State,600.0,4.0,4.0,Furnished,diamond,480000000
3bdrm Block of Flats in Ikotun Ijegun for sale,"Lagos State, Ikotun/Igando",Ikotun/Igando,Lagos State,600.0,3.0,4.0,Semi-Furnished,diamond,95000000
3bdrm Block of Flats in Sango Ota for sale,"Ogun State, Ado-Odo/Ota",Ado-Odo/Ota,Ogun State,600.0,3.0,3.0,Semi-Furnished,diamond,35000000
2bdrm Block of Flats in Opposite Akpabio for sale,"Akwa Ibom State, Uyo",Uyo,Akwa Ibom State,700.0,2.0,6.0,Semi-Furnished,premium,46000000
"Furnished 5bdrm Duplex in Lakeview Park Estate, Lafiaji for sale","Lekki, Lafiaji",Lafiaji,Lagos State,700.0,5.0,5.0,Furnished,enterprise,430000000
"10bdrm Bungalow in Balofem Properties &, Abeokuta South for sale","Ogun State, Abeokuta South",Abeokuta South,Ogun State,648.0,10.0,11.0,Semi-Furnished,enterprise,20000000
"4bdrm Duplex in Paradise 2 Estate, Gwarinpa for sale","Abuja (Fct), Gwarinpa",Gwarinpa,Abuja (Fct),300.0,4.0,5.0,Unfurnished,diamond,140000000
"6bdrm Duplex in Estate, Akute Ajuwon for sale","Ikorodu, Akute Ajuwon",Akute Ajuwon,Lagos State,600.0,6.0,3.0,Unfurnished,diamond,65000000
"Furnished 4bdrm Block of Flats in Governor'S Road, Ikotun/Igando","Lagos State, Ikotun/Igando",Ikotun/Igando,Lagos State,600.0,4.0,3.0,Furnished,diamond,140000000
"Furnished 4bdrm Duplex in Sow Estate, Gwarinpa for sale","Abuja (Fct), Gwarinpa",Gwarinpa,Abuja (Fct),1000.0,4.0,4.0,Furnished,diamond,280000000
Furnished 4bdrm Bungalow in Ota for sale,"Ogun State, Ado-Odo/Ota",Ado-Odo/Ota,Ogun State,600.0,4.0,4.0,Furnished,diamond,39000000
"3bdrm Block of Flats in Toll Gate, Ajegunle for sale","Apapa, Ajegunle",Ajegunle,Lagos State,800.0,3.0,3.0,Semi-Furnished,diamond,48000000
4bdrm Bungalow in Egbeda for sale,"Egbeda, Egbeda / Egbeda",Egbeda / Egbeda,Lagos State,600.0,4.0,5.0,Semi-Furnished,diamond,150000000
"3bdrm Block of Flats in Gowon Estate, Egbeda / Egbeda for sale","Egbeda, Egbeda / Egbeda",Egbeda / Egbeda,Lagos State,600.0,3.0,4.0,Semi-Furnished,diamond,180000000
"3bdrm Bungalow in A Best Property, Ilorin South for sale","Kwara State, Ilorin South",Ilorin South,Kwara State,100.0,3.0,3.0,Unfurnished,vip,23000000
5bdrm Duplex in Mabushi for sale,"Abuja (Fct), Mabushi",Mabushi,Abuja (Fct),500.0,5.0,5.0,Unfurnished,diamond,500000000
Furnished 5bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lagos State,400.0,5.0,5.0,Furnished,enterprise,250000000
4bdrm Duplex in Lekki Palm City for sale,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,300.0,4.0,5.0,Semi-Furnished,diamond,200000000
4bdrm Duplex in Peace Estate for sale,"Ajah, Thomas Estate",Thomas Estate,Lagos State,270.0,4.0,5.0,Semi-Furnished,diamond,140000000
Furnished 4bdrm Duplex in Banky Estate Magboro Obafemi-Owode for sale,"Ogun State, Obafemi-Owode",Obafemi-Owode,Ogun State,500.0,4.0,4.0,Furnished,diamond,90000000
"Furnished 5bdrm Duplex in Leki, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,500.0,5.0,5.0,Furnished,diamond,265000000
"Furnished 4bdrm Duplex in Magodo, Ikoyi for sale","Lagos State, Ikoyi",Ikoyi,Lagos State,456.0,4.0,4.0,Furnished,diamond,700000000
2bdrm Block of Flats in Abiola Farm Ayobo for sale,"Ipaja, Ayobo",Ayobo,Lagos State,600.0,2.0,3.0,Semi-Furnished,diamond,65000000
Furnished 2bdrm Block of Flats in Sabo Ayobo for sale,"Ipaja, Ayobo",Ayobo,Lagos State,600.0,2.0,2.0,Furnished,diamond,140000000
Furnished 3bdrm Bungalow in Fagbile Estate Ikoyi for sale,"Lagos State, Ikoyi",Ikoyi,Lagos State,600.0,3.0,3.0,Furnished,diamond,80000000
2bdrm Block of Flats in Akute for sale,"Ikorodu, Akute Ajuwon",Akute Ajuwon,Lagos State,600.0,2.0,4.0,Semi-Furnished,diamond,120000000
4bdrm Duplex in Anthony Village for sale,"Maryland, Anthony Village",Anthony Village,Lagos State,1000.0,4.0,5.0,Unfurnished,False,350000000
4bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lagos State,300.0,4.0,4.0,Semi-Furnished,enterprise,200000000
"4bdrm Duplex in Ikota G.R.A Estate, VGC / Ajah for sale","Ajah, Vgc / Ajah",Vgc / Ajah,Lagos State,220.0,4.0,5.0,Semi-Furnished,diamond,150000000
"3bdrm Block of Flats in Ikotun, Governors Road for sale","Ikotun/Igando, Governors Road",Governors Road,Lagos State,600.0,3.0,3.0,Semi-Furnished,diamond,90000000
Furnished 4bdrm Duplex in Magodo GRA Phase 1 for sale,"Magodo, Gra Phase 1",Gra Phase 1,Lagos State,500.0,4.0,4.0,Furnished,diamond,250000000
5bdrm Apartment in Ogudu Lagos for sale,"Lagos State, Ogudu",Ogudu,Lagos State,600.0,5.0,5.0,Semi-Furnished,diamond,530000000
Furnished 2bdrm Block of Flats in Allen Avenue for sale,"Ikeja, Allen Avenue",Allen Avenue,Lagos State,600.0,2.0,3.0,Furnished,diamond,600000000
"Furnished 5bdrm Duplex in Castle Estate, Ipaja / Ipaja for sale","Ipaja, Ipaja / Ipaja",Ipaja / Ipaja,Lagos State,500.0,5.0,5.0,Furnished,diamond,140000000
"Furnished 4bdrm Duplex in Leki, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,500.0,4.0,4.0,Furnished,diamond,280000000
"Furnished 5bdrm Duplex in Opebi, Allen Avenue for sale","Ikeja, Allen Avenue",Allen Avenue,Lagos State,500.0,5.0,5.0,Furnished,diamond,300000000
"Furnished 2bdrm Block of Flats in Liasu, Egbe / Ikotun/Igando for sale","Ikotun/Igando, Egbe / Ikotun/Igando",Egbe / Ikotun/Igando,Lagos State,600.0,2.0,2.0,Furnished,diamond,100000000
Furnished 5bdrm Mansion in Vgc for sale,"Ajah, Vgc / Ajah",Vgc / Ajah,Lagos State,450.0,5.0,5.0,Furnished,diamond,240000000
"5bdrm Duplex in Eng Lere Adigun, Ibadan for sale","Oyo State, Ibadan",Ibadan,Oyo State,500.0,5.0,5.0,Unfurnished,vip,450000000
3bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,500.0,3.0,4.0,Semi-Furnished,diamond,65000000
Furnished 4bdrm Duplex in Vgc for sale,"Ajah, Vgc / Ajah",Vgc / Ajah,Lagos State,500.0,4.0,4.0,Furnished,diamond,225000000
"3bdrm Block of Flats in Park View, Ago Palace for sale","Isolo, Ago Palace",Ago Palace,Lagos State,800.0,3.0,3.0,Unfurnished,diamond,180000000
4bdrm Duplex in Ikate for sale,"Lekki, Ikate",Ikate,Lagos State,300.0,4.0,5.0,Semi-Furnished,False,445000000
Furnished 5bdrm Duplex in Eden Garden Estate for sale,"Ajah, Eden Garden Estate",Eden Garden Estate,Lagos State,400.0,5.0,5.0,Furnished,enterprise,250000000
Furnished 4bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lagos State,450.0,4.0,4.0,Furnished,enterprise,300000000
3bdrm Bungalow in Shagari Estate for sale,"Sokoto State, Shagari",Shagari,Sokoto State,600.0,3.0,4.0,Semi-Furnished,diamond,65000000
"4bdrm Bungalow in Iyewo Estate Lasu, Iba / Ojo for sale","Ojo, Iba / Ojo",Iba / Ojo,Lagos State,700.0,4.0,3.0,Semi-Furnished,diamond,45000000
"4bdrm Block of Flats in Governor'S Rd, Governors Road for sale","Ikotun/Igando, Governors Road",Governors Road,Lagos State,600.0,4.0,4.0,Semi-Furnished,diamond,75000000
Furnished 4bdrm Duplex in Greenland Estate for sale,"Lagos State, Ajah",Ajah,Lagos State,500.0,4.0,4.0,Furnished,diamond,120000000
"Furnished 4bdrm Duplex in Opic, Isheri North for sale","Ojodu, Isheri North",Isheri North,Lagos State,500.0,4.0,4.0,Furnished,diamond,250000000
"Furnished 4bdrm Duplex in Marina Estate, Life Camp for sale","Gwarinpa, Life Camp",Life Camp,Abuja (Fct),325.0,4.0,5.0,Furnished,vip,220000000
Furnished 1bdrm Apartment in Ikota for sale,"Lekki, Ikota",Ikota,Lagos State,150.0,1.0,1.0,Furnished,enterprise,100000000
2bdrm Block of Flats in Ikeja for sale,"Lagos State, Ikeja",Ikeja,Lagos State,500.0,2.0,3.0,Unfurnished,diamond,190000000
4bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Lagos State,250.0,4.0,4.0,Semi-Furnished,enterprise,150000000
Furnished 3bdrm Block of Flats in Anifowose Community for sale,"Ikeja, Airport Road / Ikeja",Airport Road / Ikeja,Lagos State,600.0,3.0,3.0,Furnished,diamond,330000000
"Furnished 5bdrm Duplex in Opic Beger Gra, Berger for sale","Ojodu, Berger",Berger,Lagos State,500.0,5.0,5.0,Furnished,diamond,300000000
2bdrm Block of Flats in Adesan Mowe Obafemi-Owode for sale,"Ogun State, Obafemi-Owode",Obafemi-Owode,Ogun State,600.0,2.0,2.0,Semi-Furnished,diamond,65000000
"Furnished 4bdrm Block of Flats in Meridian Park Estate, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,600.0,4.0,4.0,Furnished,diamond,155000000
"2bdrm Block of Flats in Meiron, Meiran for sale","Agege, Meiran",Meiran,Lagos State,600.0,2.0,2.0,Semi-Furnished,diamond,50000000
"3bdrm Block of Flats in So Easy, Ayobo for sale","Ipaja, Ayobo",Ayobo,Lagos State,600.0,3.0,3.0,Semi-Furnished,diamond,55000000
"Furnished 4bdrm Bungalow in Isĥitu Iguando, Ikotun/Igando for sale","Lagos State, Ikotun/Igando",Ikotun/Igando,Lagos State,600.0,4.0,4.0,Furnished,diamond,70000000
"Furnished 2bdrm Bungalow in Obawale, Ogba for sale","Lagos State, Ogba",Ogba,Lagos State,250.0,2.0,2.0,Furnished,diamond,40000000
5bdrm Duplex in Adeniyi Jones for sale,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,350.0,5.0,5.0,Unfurnished,enterprise,600000000
3bdrm Penthouse in Ikoyi for sale,"Lagos State, Ikoyi",Ikoyi,Lagos State,250.0,3.0,3.0,Unfurnished,enterprise,480000000
Furnished 5bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Lagos State,500.0,5.0,5.0,Furnished,enterprise,260000000
"Furnished 3bdrm Apartment in Fashola Estate, Sangotedo for sale","Ajah, Sangotedo",Sangotedo,Lagos State,150.0,3.0,3.0,Furnished,enterprise,50000000
"Furnished 6bdrm Block of Flats in Balofem Properties &, Abeokuta North","Ogun State, Abeokuta North",Abeokuta North,Ogun State,648.0,6.0,5.0,Furnished,enterprise,30000000
"Furnished 9bdrm Duplex in Badore, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,1200.0,9.0,9.0,Furnished,diamond,500000000
Furnished 4bdrm Duplex in Okun Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,500.0,4.0,4.0,Furnished,diamond,95000000
4bdrm Block of Flats in Adenyi Jones Ikeja for sale,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,510.0,4.0,4.0,Semi-Furnished,diamond,360000000
Furnished 3bdrm Duplex in Omole Phase 2 for sale,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,500.0,3.0,4.0,Furnished,diamond,160000000
Furnished 4bdrm Duplex in Ikeja for sale,"Lagos State, Ikeja",Ikeja,Lagos State,300.0,4.0,5.0,Furnished,False,280000000
4bdrm Duplex in Gaduwa for sale,"Abuja (Fct), Gaduwa",Gaduwa,Abuja (Fct),300.0,4.0,4.0,Semi-Furnished,diamond,250000000
4bdrm Duplex in Ikota G.R.A Estate for sale,"Lekki, Ikota",Ikota,Lagos State,320.0,4.0,5.0,Semi-Furnished,diamond,190000000
"3bdrm Apartment in Iguando, Ikotun/Igando for sale","Lagos State, Ikotun/Igando",Ikotun/Igando,Lagos State,600.0,3.0,3.0,Semi-Furnished,diamond,95000000
"3bdrm Bungalow in Command, Ipaja for sale","Lagos State, Ipaja",Ipaja,Lagos State,300.0,3.0,3.0,Semi-Furnished,diamond,38000000
Furnished 4bdrm Duplex in Apapa for sale,"Lagos State, Apapa",Apapa,Lagos State,1200.0,4.0,5.0,Furnished,diamond,450000000
"3bdrm Block of Flats in Akowonjo, Egbeda / Egbeda for sale","Egbeda, Egbeda / Egbeda",Egbeda / Egbeda,Lagos State,600.0,3.0,4.0,Semi-Furnished,diamond,180000000
Furnished 4bdrm Bungalow in Iju Ishaga for sale,"Agege, Iju-Ishaga",Iju-Ishaga,Lagos State,700.0,4.0,4.0,Furnished,diamond,95000000
4bdrm Duplex in Off Lekki-Epe Expressway for sale,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos State,300.0,4.0,4.0,Semi-Furnished,basic,190000000
Furnished 4bdrm Duplex in New Oko Oba for sale,"Agege, New Oko Oba",New Oko Oba,Lagos State,300.0,4.0,5.0,Furnished,False,150000000
4bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lagos State,300.0,4.0,4.0,Semi-Furnished,enterprise,165000000
5bdrm Duplex in Kajola for sale,"Oyo State, Kajola",Kajola,Oyo State,700.0,5.0,5.0,Semi-Furnished,enterprise,110000000
"Furnished 4bdrm Duplex in Beachwood Estate, Bogije for sale","Ibeju, Bogije",Bogije,Lagos State,460.0,4.0,4.0,Furnished,enterprise,170000000
"Furnished 5bdrm Bungalow in Balofem Properties &, Abeokuta South","Ogun State, Abeokuta South",Abeokuta South,Ogun State,648.0,5.0,2.0,Furnished,enterprise,18000000
"Furnished 3bdrm Bungalow in Mowe Ofada, Obafemi-Owode for sale","Ogun State, Obafemi-Owode",Obafemi-Owode,Ogun State,900.0,3.0,4.0,Furnished,diamond,28000000
4bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Lagos State,500.0,4.0,4.0,Semi-Furnished,diamond,95000000
"3bdrm Block of Flats in Fatade, Baruwa for sale","Ipaja, Baruwa",Baruwa,Lagos State,600.0,3.0,3.0,Semi-Furnished,diamond,140000000
"3bdrm Bungalow in Ishitu Egaun, Ikotun/Igando for sale","Lagos State, Ikotun/Igando",Ikotun/Igando,Lagos State,150.0,3.0,3.0,Unfurnished,diamond,25000000
Furnished 4bdrm Duplex in Ogba for sale,"Ogba, Ogba Gra",Ogba Gra,Lagos State,600.0,4.0,4.0,Furnished,diamond,320000000
"3bdrm Block of Flats in Egbada, Egbeda / Egbeda for sale","Egbeda, Egbeda / Egbeda",Egbeda / Egbeda,Lagos State,600.0,3.0,4.0,Semi-Furnished,diamond,150000000
3bdrm Block of Flats in Hossana Estate By for sale,"Isolo, Ago Palace",Ago Palace,Lagos State,900.0,3.0,3.0,Semi-Furnished,diamond,350000000
"Furnished 4bdrm Duplex in Opposite Harmony, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,365.0,4.0,4.0,Furnished,diamond,85000000
"5bdrm Duplex in Fountain Springs, Sangotedo for sale","Ajah, Sangotedo",Sangotedo,Lagos State,400.0,5.0,5.0,Semi-Furnished,enterprise,300000000
3bdrm Apartment in Oke Afa for sale,"Isolo, Oke-Afa",Oke-Afa,Lagos State,285.0,3.0,4.0,Semi-Furnished,diamond,85000000
3bdrm Apartment in Iba for sale,"Ojo, Iba / Ojo",Iba / Ojo,Lagos State,600.0,3.0,3.0,Unfurnished,diamond,80000000
"Furnished 4bdrm Duplex in Dolphin, Ikoyi for sale","Lagos State, Ikoyi",Ikoyi,Lagos State,600.0,4.0,4.0,Furnished,diamond,700000000
"Furnished 8bdrm Block of Flats in General Bustop, Ikotun/Igando","Lagos State, Ikotun/Igando",Ikotun/Igando,Lagos State,600.0,8.0,8.0,Furnished,diamond,120000000
"Furnished 3bdrm Bungalow in Ishu Egan, Ikotun/Igando for sale","Lagos State, Ikotun/Igando",Ikotun/Igando,Lagos State,300.0,3.0,3.0,Furnished,diamond,45000000
"5bdrm Duplex in Lekki 🌴 Palm City, Ado / Ajah for sale","Ajah, Ado / Ajah",Ado / Ajah,Lagos State,320.0,5.0,6.0,Semi-Furnished,diamond,250000000
in Abeokuta North for sale,"Ogun State, Abeokuta North",Abeokuta North,Ogun State,,,,,enterprise,40000000
"3bdrm Bungalow in Ekor Road Via Ile, Abule Egba for sale","Lagos State, Abule Egba",Abule Egba,Lagos State,600.0,3.0,3.0,Semi-Furnished,diamond,50000000
3bdrm Block of Flats in Baruwa for sale,"Ipaja, Baruwa",Baruwa,Lagos State,600.0,3.0,3.0,Unfurnished,diamond,130000000
3bdrm Apartment in Meiran for sale,"Agege, Meiran",Meiran,Lagos State,600.0,3.0,3.0,Unfurnished,diamond,140000000
Furnished 2bdrm Block of Flats for sale,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Lagos State,500.0,2.0,3.0,Furnished,diamond,85000000
4bdrm Bungalow in Badore for sale,"Ibeju, Badore",Badore,Lagos State,600.0,4.0,4.0,Semi-Furnished,diamond,58000000
"Furnished 5bdrm Duplex in Afolabi Iguando, Igando / Ikotun/Igando","Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Lagos State,900.0,5.0,5.0,Furnished,diamond,80000000
"Furnished 3bdrm Block of Flats in Ikate, Lekki Phase 1 for sale","Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,1200.0,3.0,4.0,Furnished,diamond,200000000
4bdrm Duplex in Surulere for sale,"Lagos State, Surulere",Surulere,Lagos State,400.0,4.0,4.0,Unfurnished,enterprise,270000000
4bdrm Duplex in Ikota Gra for sale,"Lekki, Ikota",Ikota,Lagos State,450.0,4.0,4.0,Semi-Furnished,enterprise,300000000
Furnished 4bdrm Duplex in Opebi Ikeja Lagos for sale,"Lagos State, Ikeja",Ikeja,Lagos State,500.0,4.0,4.0,Furnished,diamond,370000000
Furnished 4bdrm Duplex in Agege for sale,"Lagos State, Agege",Agege,Lagos State,600.0,4.0,4.0,Furnished,diamond,70000000
"3bdrm Bungalow in Aton, Ado-Odo/Ota for sale","Ogun State, Ado-Odo/Ota",Ado-Odo/Ota,Ogun State,600.0,3.0,3.0,Semi-Furnished,diamond,21000000
"Furnished 5bdrm Duplex in New London, Baruwa for sale","Ipaja, Baruwa",Baruwa,Lagos State,500.0,5.0,5.0,Furnished,diamond,150000000
