"film_title","film_category","total_rental_revenue","total_number_of_rental","avg_revenue_per_rental","last_rental_date"
"Disciple Mother","Travel","39.82","18","2.2122222222222222","2006-02-14 15:16:03"
"Mourning Purple","Sci-Fi","39.81","19","2.0952631578947368","2005-08-22 19:54:52"
"Italian African","Travel","38.94","6","6.4900000000000000","2005-08-23 16:19:14"
"Records Zorro","Sports","38.93","7","5.5614285714285714","2005-08-23 21:00:22"
"Spiking Element","Classics","38.88","12","3.2400000000000000","2005-08-22 13:03:52"
"Midnight Westward","Action","38.84","16","2.4275000000000000","2006-02-14 15:16:03"
"Encounters Curtain","Drama","38.82","18","2.1566666666666667","2005-08-23 13:25:08"
"Club Graffiti","Animation","38.82","17","2.2835294117647059","2006-02-14 15:16:03"
"Women Dorado","Action","38.81","20","1.9405000000000000","2006-02-14 15:16:03"
"Crooked Frogmen","Children","38.79","21","1.8471428571428571","2006-02-14 15:16:03"
"Pianist Outfield","New","38.78","21","1.8466666666666667","2006-02-14 15:16:03"
"Graceland Dynamite","Sports","37.94","6","6.3233333333333333","2005-08-17 07:46:54"
"Vertigo Northwest","Comedy","37.92","8","4.7400000000000000","2005-08-23 15:38:34"
"Godfather Diary","New","37.92","8","4.7400000000000000","2005-08-22 11:19:22"
"Life Twisted","Comedy","37.92","8","4.7400000000000000","2005-08-23 13:16:15"
"Snatchers Montezuma","Classics","37.91","9","4.2122222222222222","2005-08-23 19:13:46"
"Prix Undefeated","Family","37.90","10","3.7900000000000000","2005-08-20 13:26:37"
"Shrek License","Foreign","37.88","12","3.1566666666666667","2006-02-14 15:16:03"
"Roots Remember","Classics","37.86","14","2.7042857142857143","2005-08-23 16:27:24"
"Joon Northwest","Sports","37.84","16","2.3650000000000000","2005-08-23 16:45:28"
"Coast Rainbow","Documentary","37.82","18","2.1011111111111111","2005-08-23 10:00:24"
"Alaska Phantom","Music","37.77","23","1.6421739130434783","2005-08-23 06:11:52"
"Caper Motions","Comedy","37.77","23","1.6421739130434783","2005-08-23 22:18:51"
"Early Home","Animation","36.94","6","6.1566666666666667","2005-08-21 17:57:26"
"Soldiers Evolution","Sci-Fi","36.93","7","5.2757142857142857","2005-08-20 14:06:33"
"Elizabeth Shane","Sports","36.93","7","5.2757142857142857","2005-08-21 14:51:52"
"Drumline Cyclone","Travel","36.90","10","3.6900000000000000","2005-08-21 07:56:39"
"Army Flintstones","Documentary","36.86","14","2.6328571428571429","2005-08-22 18:27:33"
"Necklace Outbreak","Drama","36.86","14","2.6328571428571429","2005-08-23 09:35:34"
"Majestic Floats","Documentary","36.85","15","2.4566666666666667","2005-08-22 02:04:38"
"Sundance Invasion","Children","36.82","18","2.0455555555555556","2006-02-14 15:16:03"
"Insects Stone","Animation","36.81","18","2.0450000000000000","2006-02-14 15:16:03"
"Intrigue Worst","Foreign","36.81","19","1.9373684210526316","2006-02-14 15:16:03"
"Shootist Superfly","Drama","36.77","23","1.5986956521739130","2005-08-23 05:01:13"
"Westward Seabiscuit","Classics","36.75","25","1.4700000000000000","2005-08-23 08:34:10"
"Primary Glass","Action","36.73","27","1.3603703703703704","2005-08-21 08:58:38"
"President Bang","Family","35.94","6","5.9900000000000000","2005-08-21 08:33:42"
"Bubble Grosse","Sports","35.94","6","5.9900000000000000","2006-02-14 15:16:03"
"Frontier Cabin","New","35.94","6","5.9900000000000000","2005-08-21 05:51:28"
"School Jacket","Foreign","35.94","6","5.9900000000000000","2005-08-21 09:25:11"
"Glass Dying","Action","35.88","12","2.9900000000000000","2005-08-23 15:58:05"
"Fantasy Troopers","Action","35.79","21","1.7042857142857143","2005-08-22 12:16:46"
"Moon Bunch","Foreign","35.74","26","1.3746153846153846","2005-08-22 10:49:06"
"Story Side","Action","35.74","26","1.3746153846153846","2005-08-23 17:48:30"
"Elf Murder","Music","34.94","6","5.8233333333333333","2005-08-21 08:08:43"
"Adaptation Holes","Documentary","34.89","11","3.1718181818181818","2005-08-23 13:54:39"
"Magnolia Forrester","Action","34.89","11","3.1718181818181818","2005-08-22 11:14:31"
"Donnie Alley","Animation","34.87","13","2.6823076923076923","2005-08-22 16:08:23"
"Illusion Amelie","Foreign","34.87","13","2.6823076923076923","2005-08-23 22:42:48"
"Taxi Kick","Music","34.83","17","2.0488235294117647","2005-08-22 08:27:27"
"Independence Hotel","Documentary","34.82","18","1.9344444444444444","2005-08-22 17:48:10"
"Curtain Videotape","Games","34.77","24","1.4487500000000000","2006-02-14 15:16:03"
"Earth Vision","New","34.77","23","1.5117391304347826","2006-02-14 15:16:03"
"Carrie Bunch","Horror","34.77","23","1.5117391304347826","2005-08-23 21:17:17"
"Talented Homicide","Sports","34.76","24","1.4483333333333333","2005-08-23 03:46:47"
"Fever Empire","Games","33.95","5","6.7900000000000000","2005-08-18 15:32:57"
"Wagon Jaws","Documentary","33.91","9","3.7677777777777778","2005-08-21 12:10:41"
"Cranes Reservoir","Sports","33.91","9","3.7677777777777778","2005-08-22 12:01:06"
"Maguire Apache","Family","33.91","9","3.7677777777777778","2005-08-22 12:38:20"
"Blanket Beverly","Family","33.90","10","3.3900000000000000","2006-02-14 15:16:03"
"Mile Mulan","Sports","33.89","11","3.0809090909090909","2005-08-21 13:22:48"
"Splash Gump","Family","33.86","14","2.4185714285714286","2005-08-22 09:49:32"
"Watch Tracy","Animation","33.85","15","2.2566666666666667","2005-08-22 17:48:28"
"Lion Uncut","Comedy","33.83","17","1.9900000000000000","2005-08-23 03:32:31"
"Wind Phantom","Games","33.79","21","1.6090476190476190","2005-08-23 02:39:56"
"Academy Dinosaur","Documentary","33.79","21","1.6090476190476190","2005-08-23 01:01:01"
"Tequila Past","Children","32.94","6","5.4900000000000000","2005-08-22 07:48:01"
"Heavenly Gun","Music","32.94","6","5.4900000000000000","2005-08-19 09:48:52"
"Bulworth Commandments","Games","32.93","7","4.7042857142857143","2005-08-22 19:17:24"
"Stone Fire","Travel","32.90","10","3.2900000000000000","2005-08-22 22:49:13"
"Maker Gables","Children","32.90","10","3.2900000000000000","2005-08-23 21:52:56"
"Lucky Flying","Music","32.90","10","3.2900000000000000","2005-08-23 07:10:14"
"Saddle Antitrust","Comedy","32.89","11","2.9900000000000000","2005-08-23 19:46:39"
"Robbery Bright","Family","32.88","12","2.7400000000000000","2005-08-21 21:27:24"
"Stampede Disturbing","Games","32.86","14","2.3471428571428571","2005-08-23 06:19:51"
"Summer Scarface","Classics","32.86","14","2.3471428571428571","2006-02-14 15:16:03"
"Volcano Texas","Games","32.81","19","1.7268421052631579","2006-02-14 15:16:03"
"Amadeus Holy","Action","32.80","20","1.6400000000000000","2006-02-14 15:16:03"
"Control Anthem","Comedy","31.94","6","5.3233333333333333","2005-08-22 17:47:40"
"Desperate Trainspotting","Travel","31.94","6","5.3233333333333333","2005-08-22 00:34:17"
"Dozen Lion","Documentary","31.94","6","5.3233333333333333","2005-08-22 23:54:36"
"Haunted Antitrust","Travel","31.94","6","5.3233333333333333","2006-02-14 15:16:03"
"Saints Bride","Drama","31.92","8","3.9900000000000000","2005-08-23 19:59:33"
"Destination Jerk","Drama","31.92","8","3.9900000000000000","2005-08-21 17:08:33"
"Feathers Metal","Games","31.91","9","3.5455555555555556","2005-08-21 17:33:18"
"Random Go","Sci-Fi","31.91","9","3.5455555555555556","2005-08-20 23:47:54"
"Hedwig Alter","Comedy","31.90","10","3.1900000000000000","2005-08-23 08:42:40"
"Song Hedwig","Music","31.90","10","3.1900000000000000","2006-02-14 15:16:03"
"Mighty Luck","Documentary","31.90","10","3.1900000000000000","2005-08-23 08:09:11"
"Natural Stock","Family","31.88","12","2.6566666666666667","2005-08-23 11:02:00"
"Rings Heartbreakers","Action","31.87","13","2.4515384615384615","2005-08-23 02:55:42"
"Bonnie Holocaust","Documentary","31.85","15","2.1233333333333333","2005-08-21 07:59:47"
"Voice Peach","New","31.83","17","1.8723529411764706","2005-08-23 04:33:23"
"Outbreak Divine","Games","31.82","18","1.7677777777777778","2005-08-23 10:22:21"
"Chainsaw Uptown","Sci-Fi","31.81","19","1.6742105263157895","2005-08-23 15:37:31"
"Congeniality Quest","Sports","31.81","19","1.6742105263157895","2005-08-22 23:54:14"
"Feud Frogmen","Family","31.80","20","1.5900000000000000","2005-08-22 16:11:32"
"Seven Swarm","Games","30.95","5","6.1900000000000000","2005-08-23 04:28:25"
"Blood Argonauts","Family","30.93","7","4.4185714285714286","2005-08-22 00:51:25"
"Jumanji Blade","New","30.92","8","3.8650000000000000","2005-08-19 13:56:54"
"Mulan Moon","Comedy","30.89","11","2.8081818181818182","2006-02-14 15:16:03"
"Theory Mermaid","Animation","30.88","11","2.8072727272727273","2006-02-14 15:16:03"
"Factory Dragon","Travel","30.85","15","2.0566666666666667","2005-08-19 20:55:23"
"Mars Roman","Games","30.83","17","1.8135294117647059","2005-08-22 18:53:28"
"Cheaper Clyde","Sci-Fi","30.83","17","1.8135294117647059","2005-08-22 20:17:49"
"Alter Victory","Animation","30.80","20","1.5400000000000000","2005-08-23 03:44:51"
"Gun Bonnie","Games","30.79","21","1.4661904761904762","2005-08-22 19:02:48"
"Alamo Videotape","Foreign","30.78","22","1.3990909090909091","2005-08-22 04:04:31"
"Gone Trouble","Drama","29.92","8","3.7400000000000000","2005-08-22 19:16:04"
"Halloween Nuts","Documentary","29.92","8","3.7400000000000000","2005-08-23 06:50:27"
"Reservoir Adaptation","Foreign","29.91","9","3.3233333333333333","2005-08-23 01:57:20"
"Wisdom Worker","Comedy","29.91","9","3.3233333333333333","2005-08-21 03:40:40"
"Uptown Young","Children","29.90","10","2.9900000000000000","2005-08-21 14:51:35"
"Santa Paris","Children","29.90","10","2.9900000000000000","2005-08-23 20:20:37"
"Side Ark","Action","29.88","12","2.4900000000000000","2005-08-23 15:01:54"
"Roxanne Rebel","Games","29.83","17","1.7547058823529412","2005-08-23 09:01:10"
"Blade Polish","Drama","29.81","20","1.4905000000000000","2006-02-14 15:16:03"
"Chill Luck","Drama","29.79","21","1.4185714285714286","2005-08-23 21:27:11"
"Cowboy Doom","Foreign","28.93","7","4.1328571428571429","2005-08-22 22:28:36"
"Luke Mummy","Animation","28.93","7","4.1328571428571429","2005-08-21 18:35:54"
"Untouchables Sunrise","Documentary","28.93","7","4.1328571428571429","2005-08-20 16:37:35"
"Chitty Lock","Drama","28.92","8","3.6150000000000000","2006-02-14 15:16:03"
"Dwarfs Alter","Games","28.92","8","3.6150000000000000","2006-02-14 15:16:03"
"Won Dares","Music","28.91","9","3.2122222222222222","2005-08-23 01:44:43"
"Jeopardy Encino","Classics","28.90","10","2.8900000000000000","2005-08-20 12:59:38"
"Tootsie Pilot","Children","28.88","12","2.4066666666666667","2005-08-22 18:48:42"
"Dances None","Action","28.87","13","2.2207692307692308","2006-02-14 15:16:03"
"Louisiana Harry","Family","28.84","16","1.8025000000000000","2005-08-23 08:29:53"
"Celebrity Horn","Action","28.79","21","1.3709523809523810","2005-08-23 14:59:51"
"Shepherd Midsummer","Children","28.77","23","1.2508695652173913","2005-08-23 19:51:29"
"Informer Double","Foreign","27.95","5","5.5900000000000000","2005-08-22 16:26:53"
"Papi Necklace","Travel","27.93","7","3.9900000000000000","2005-08-17 17:16:42"
"Antitrust Tomatoes","Action","27.93","7","3.9900000000000000","2005-08-21 01:31:25"
"Squad Fish","Sports","27.93","7","3.9900000000000000","2005-08-23 19:42:46"
"Dolls Rage","Sci-Fi","27.92","8","3.4900000000000000","2005-08-22 01:00:42"
"Mob Duffel","Drama","27.90","10","2.7900000000000000","2005-08-23 22:50:12"
"Dragon Squad","Action","27.89","11","2.5354545454545455","2005-08-23 18:28:09"
"Minority Kiss","Music","27.89","12","2.3241666666666667","2006-02-14 15:16:03"
"Rear Trading","Action","27.85","15","1.8566666666666667","2005-08-22 21:15:46"
"Cleopatra Devil","New","27.85","16","1.7406250000000000","2006-02-14 15:16:03"
"Room Roman","Animation","27.82","18","1.5455555555555556","2005-08-22 21:42:17"
"Encino Elf","Games","27.81","19","1.4636842105263158","2006-02-14 15:16:03"
"Highball Potter","Foreign","27.81","19","1.4636842105263158","2005-08-23 02:48:24"
"Canyon Stock","Animation","27.81","19","1.4636842105263158","2006-02-14 15:16:03"
"Grease Youth","Family","27.80","20","1.3900000000000000","2005-08-23 15:15:19"
"Private Drop","Games","26.95","5","5.3900000000000000","2005-08-19 23:48:23"
"Dares Pluto","Animation","26.92","8","3.3650000000000000","2005-08-18 08:07:45"
"Unfaithful Kill","Drama","26.92","8","3.3650000000000000","2005-08-22 09:03:44"
"Pet Haunting","Foreign","26.92","8","3.3650000000000000","2005-08-22 08:43:50"
"Crazy Home","Comedy","26.91","9","2.9900000000000000","2005-08-22 13:20:28"
"Finding Anaconda","Family","26.90","10","2.6900000000000000","2005-08-21 16:56:39"
"Evolution Alter","Sports","26.88","12","2.2400000000000000","2005-08-20 20:07:15"
"Empire Malkovich","Children","26.81","19","1.4110526315789474","2005-08-20 19:03:25"
"Christmas Moonshine","Children","26.81","19","1.4110526315789474","2005-08-22 11:56:02"
"Bunch Minds","Drama","25.95","5","5.1900000000000000","2005-08-21 16:05:11"
"Pizza Jumanji","Games","25.94","6","4.3233333333333333","2005-08-21 06:20:14"
"Desire Alien","Animation","25.92","8","3.2400000000000000","2005-08-22 16:22:53"
"Translation Summer","Drama","25.87","13","1.9900000000000000","2005-08-20 11:37:56"
"Motions Details","Horror","25.87","14","1.8478571428571429","2006-02-14 15:16:03"
"Borrowers Bedazzled","Animation","25.80","20","1.2900000000000000","2005-08-23 17:42:42"
"Roman Punk","Music","25.79","21","1.2280952380952381","2005-08-23 15:59:12"
"Train Bunch","Horror","24.96","4","6.2400000000000000","2005-08-23 21:56:04"
"Apocalypse Flamingos","New","24.95","5","4.9900000000000000","2005-08-23 03:50:48"
"Traffic Hobbit","Travel","24.95","5","4.9900000000000000","2005-08-21 16:24:45"
"Hunter Alter","Documentary","24.95","5","4.9900000000000000","2005-08-23 16:44:31"
"Bed Highball","Documentary","24.94","6","4.1566666666666667","2005-08-18 17:34:11"
"World Leathernecks","Horror","24.92","8","3.1150000000000000","2006-02-14 15:16:03"
"Diary Panic","Drama","24.92","8","3.1150000000000000","2005-08-20 21:23:54"
"Oleander Clue","Music","24.91","9","2.7677777777777778","2005-08-22 10:00:04"
"Notorious Reunion","Documentary","24.87","13","1.9130769230769231","2005-08-22 10:58:45"
"Drums Dynamite","Horror","24.87","13","1.9130769230769231","2005-08-22 23:51:23"
"Slipper Fidelity","Sports","24.86","14","1.7757142857142857","2005-08-20 05:59:05"
"Resurrection Silverado","Family","24.81","19","1.3057894736842105","2005-08-22 06:46:59"
"Masked Bubble","Music","24.81","19","1.3057894736842105","2005-08-23 11:30:32"
"Deceiver Betrayed","Drama","24.80","20","1.2400000000000000","2005-08-22 17:53:06"
"Wolves Desire","Travel","24.79","21","1.1804761904761905","2005-08-21 21:04:42"
"Mannequin Worst","New","23.95","5","4.7900000000000000","2005-08-22 17:49:35"
"Doctor Grail","Children","23.95","5","4.7900000000000000","2005-08-20 19:04:40"
"Cassidy Wyoming","Travel","23.94","6","3.9900000000000000","2005-08-23 19:14:07"
"Chaplin License","New","23.92","8","2.9900000000000000","2005-08-20 16:02:28"
"Clyde Theory","New","23.92","8","2.9900000000000000","2005-08-23 17:49:26"
"Birdcage Casper","Music","23.91","9","2.6566666666666667","2005-08-20 08:27:30"
"Reef Salute","Horror","23.89","11","2.1718181818181818","2005-08-22 16:32:23"
"Jungle Closer","New","23.88","12","1.9900000000000000","2005-08-19 04:27:05"
"Homeward Cider","Documentary","23.84","16","1.4900000000000000","2005-08-21 13:07:24"
"Holocaust Highball","Children","23.84","16","1.4900000000000000","2005-08-22 21:36:51"
"Happiness United","Foreign","22.94","6","3.8233333333333333","2006-02-14 15:16:03"
"Lesson Cleopatra","Sports","22.94","6","3.8233333333333333","2005-08-23 03:58:02"
"Extraordinary Conquerer","Classics","22.94","6","3.8233333333333333","2005-08-23 07:28:04"
"Bang Kwai","Family","22.93","7","3.2757142857142857","2006-02-14 15:16:03"
"Newsies Story","Documentary","22.93","7","3.2757142857142857","2005-08-23 10:04:17"
"Shining Roses","Travel","22.92","8","2.8650000000000000","2005-08-23 15:05:59"
"Savannah Town","Drama","22.90","10","2.2900000000000000","2005-08-22 06:07:52"
"Everyone Craft","Foreign","22.89","11","2.0809090909090909","2005-08-23 22:24:39"
"Wrath Mile","Documentary","22.87","13","1.7592307692307692","2005-08-22 20:31:38"
"Love Suicides","Horror","22.85","15","1.5233333333333333","2005-08-23 18:23:11"
"Unforgiven Zoolander","Sci-Fi","22.84","16","1.4275000000000000","2005-08-21 23:33:57"
"Dracula Crystal","Classics","22.81","19","1.2005263157894737","2005-08-23 20:29:56"
"Divorce Shining","Sports","21.95","5","4.3900000000000000","2005-08-22 10:13:09"
"Killer Innocent","Family","21.94","6","3.6566666666666667","2005-08-19 23:37:52"
"Leathernecks Dwarfs","Travel","21.94","6","3.6566666666666667","2005-08-18 07:16:58"
"Warlock Werewolf","Children","21.94","6","3.6566666666666667","2005-08-19 13:12:28"
"Phantom Glory","New","21.94","6","3.6566666666666667","2005-08-19 05:11:47"
"Luck Opus","Drama","21.93","7","3.1328571428571429","2005-08-19 13:09:54"
"Mulholland Beast","Foreign","21.93","7","3.1328571428571429","2006-02-14 15:16:03"
"Arabia Dogma","Horror","21.88","12","1.8233333333333333","2005-08-20 07:47:05"
"Citizen Shrek","Sci-Fi","21.87","13","1.6823076923076923","2005-08-23 09:09:18"
"Vietnam Smoochy","Drama","21.86","14","1.5614285714285714","2005-08-21 19:54:11"
"Bull Shawshank","Action","21.84","16","1.3650000000000000","2006-02-14 15:16:03"
"Patient Sister","Classics","21.82","18","1.2122222222222222","2005-08-23 19:10:32"
"Duck Racer","Animation","20.95","5","4.1900000000000000","2005-08-23 07:50:46"
"Music Boondock","Family","20.83","17","1.2252941176470588","2005-08-23 16:17:09"
"Bride Intrigue","Action","20.82","18","1.1566666666666667","2005-08-23 20:29:10"
"Jedi Beneath","Family","20.82","18","1.1566666666666667","2005-08-21 14:52:14"
"Gathering Calendar","Games","19.90","10","1.9900000000000000","2005-08-22 01:09:04"
"Monterey Labyrinth","Horror","19.89","11","1.8081818181818182","2005-08-22 07:16:45"
"Hunger Roof","Foreign","19.88","12","1.6566666666666667","2006-02-14 15:16:03"
"Sorority Queen","Foreign","19.88","12","1.6566666666666667","2005-08-21 15:24:24"
"Tenenbaums Command","Drama","19.88","12","1.6566666666666667","2005-08-22 21:13:51"
"Odds Boogie","Family","19.87","13","1.5284615384615385","2005-08-23 14:01:07"
"Tomatoes Hellfighters","Travel","19.86","14","1.4185714285714286","2005-08-21 14:11:19"
"Menagerie Rushmore","Animation","18.94","6","3.1566666666666667","2005-08-23 01:38:48"
"Simon North","Horror","18.94","6","3.1566666666666667","2005-08-23 01:22:12"
"Rushmore Mermaid","Comedy","18.94","6","3.1566666666666667","2005-08-22 01:58:15"
"Impact Aladdin","Music","18.92","8","2.3650000000000000","2005-08-18 03:37:31"
"Spoilers Hellfighters","Documentary","18.91","9","2.1011111111111111","2005-08-23 10:57:40"
"Spirited Casualties","Sci-Fi","18.90","10","1.8900000000000000","2005-08-23 06:21:20"
"Language Cowboy","Children","18.90","10","1.8900000000000000","2005-08-19 07:36:42"
"Craft Outfield","Drama","18.86","14","1.3471428571428571","2005-08-21 10:19:25"
"Polish Brooklyn","Children","18.85","15","1.2566666666666667","2005-08-23 13:48:34"
"License Weekend","Sci-Fi","17.94","6","2.9900000000000000","2005-08-20 05:10:39"
"Ladybugs Armageddon","Games","17.94","6","2.9900000000000000","2005-08-22 04:15:48"
"Magic Mallrats","Children","17.93","7","2.5614285714285714","2005-08-22 23:38:01"
"Mystic Truman","Comedy","17.92","8","2.2400000000000000","2005-08-23 16:44:56"
"Holy Tadpole","Classics","17.92","8","2.2400000000000000","2005-08-20 08:27:01"
"Gilbert Pelican","Classics","17.91","9","1.9900000000000000","2005-08-23 20:28:44"
"Ending Crowds","New","17.90","10","1.7900000000000000","2005-08-21 19:09:40"
"Hook Chariots","Animation","17.87","13","1.3746153846153846","2005-08-23 10:35:51"
"Streak Ridgemont","Documentary","17.87","13","1.3746153846153846","2006-02-14 15:16:03"
"Anonymous Human","Sports","17.87","13","1.3746153846153846","2005-08-20 00:18:15"
"Pride Alamo","Animation","17.85","15","1.1900000000000000","2006-02-14 15:16:03"
"Smoking Barbarella","Documentary","17.84","17","1.04941176470588235294","2006-02-14 15:16:03"
"Conspiracy Spirit","Classics","16.95","5","3.3900000000000000","2005-08-18 12:58:40"
"Full Flatliners","Children","16.95","5","3.3900000000000000","2005-08-21 13:32:38"
"Braveheart Human","Family","16.95","5","3.3900000000000000","2005-08-20 16:05:11"
"Youth Kick","Music","16.94","6","2.8233333333333333","2005-08-18 17:31:36"
"Superfly Trip","Travel","16.91","9","1.8788888888888889","2005-08-18 18:58:35"
"Beneath Rush","Children","16.90","10","1.6900000000000000","2005-08-20 09:21:08"
"Frogmen Breaking","Travel","16.90","10","1.6900000000000000","2005-08-19 15:25:48"
"Loverboy Attacks","New","16.89","11","1.5354545454545455","2005-08-21 01:44:14"
"Mosquito Armageddon","Sports","16.89","11","1.5354545454545455","2006-02-14 15:16:03"
"Beethoven Exorcist","Drama","16.89","11","1.5354545454545455","2005-08-20 21:21:34"
"Gandhi Kwai","Family","16.87","13","1.2976923076923077","2005-08-22 05:07:17"
"Siege Madre","Family","16.86","14","1.2042857142857143","2005-08-23 06:33:26"
"Hardly Robbers","Documentary","15.96","4","3.9900000000000000","2005-08-22 20:44:06"
"Mixed Doors","Foreign","15.96","4","3.9900000000000000","2005-08-21 18:34:21"
"Mussolini Spoilers","Sports","15.95","5","3.1900000000000000","2005-08-19 20:53:43"
"Wild Apollo","New","15.94","6","2.6566666666666667","2006-02-14 15:16:03"
"Lawrence Love","Action","15.87","13","1.2207692307692308","2005-08-23 21:45:02"
"Silence Kane","Music","15.85","15","1.05666666666666666667","2005-08-22 20:55:56"
"Glory Tracy","Games","14.95","5","2.9900000000000000","2005-08-23 04:33:39"
"Sling Luke","Classics","14.94","6","2.4900000000000000","2005-08-18 20:20:59"
"Vanished Garden","New","14.94","7","2.1342857142857143","2006-02-14 15:16:03"
"Runner Madigan","Music","14.92","8","1.8650000000000000","2005-08-19 11:33:20"
"Crow Grease","Action","14.89","11","1.3536363636363636","2005-08-23 07:31:10"
"Bedazzled Married","Family","14.88","12","1.2400000000000000","2005-08-23 20:44:36"
"Sassy Packer","Games","14.88","12","1.2400000000000000","2005-08-22 21:19:24"
"Smoochy Control","Sports","14.88","12","1.2400000000000000","2006-02-14 15:16:03"
"Greedy Roots","Drama","14.87","13","1.1438461538461538","2005-08-23 18:01:31"
"Spirit Flintstones","Horror","14.86","14","1.06142857142857142857","2005-08-20 23:18:54"
"Watership Frontier","Horror","13.94","6","2.3233333333333333","2005-08-22 11:48:19"
"Dumbo Lust","Family","13.94","6","2.3233333333333333","2005-08-23 05:55:22"
"Kane Exorcist","Foreign","13.88","12","1.1566666666666667","2005-08-21 02:04:33"
"Hollywood Anonymous","Children","13.87","13","1.06692307692307692308","2005-08-21 01:10:29"
"Hawk Chill","Documentary","12.94","6","2.1566666666666667","2005-08-20 20:42:12"
"Legend Jedi","Music","12.92","8","1.6150000000000000","2005-08-21 19:12:47"
"Notting Speakeasy","Drama","12.91","9","1.4344444444444444","2005-08-22 05:38:32"
"Victory Academy","Sports","12.91","9","1.4344444444444444","2005-08-22 23:18:10"
"Valentine Vanishing","Travel","12.90","10","1.2900000000000000","2005-08-19 07:47:43"
"Vision Torque","Foreign","11.94","6","1.9900000000000000","2005-08-22 16:35:47"
"Runaway Tenenbaums","New","11.93","7","1.7042857142857143","2005-08-21 06:18:22"
"Soup Wisdom","Family","11.93","7","1.7042857142857143","2005-08-20 22:40:47"
"Sunset Racer","Family","11.93","7","1.7042857142857143","2005-08-23 09:40:04"
"Montezuma Command","Action","11.91","9","1.3233333333333333","2005-08-23 14:35:10"
"Clockwork Paradise","Children","11.90","10","1.1900000000000000","2005-08-23 05:26:30"
"Maude Mod","Foreign","10.93","7","1.5614285714285714","2005-08-19 12:04:03"
"Zhivago Core","Horror","10.93","7","1.5614285714285714","2006-02-14 15:16:03"
"Jawbreaker Brooklyn","Music","10.91","9","1.2122222222222222","2005-08-21 19:05:23"
"Towers Hurricane","Classics","10.91","9","1.2122222222222222","2005-08-18 02:37:07"
"Comancheros Enemy","Children","9.94","6","1.6566666666666667","2005-08-23 22:25:26"
"Ballroom Mockingbird","Foreign","9.93","7","1.4185714285714286","2005-08-22 15:42:57"
"Connection Microcosmos","Comedy","8.95","5","1.7900000000000000","2006-02-14 15:16:03"
"Ghostbusters Elf","Animation","8.93","7","1.2757142857142857","2005-08-23 13:24:57"
"Harold French","Drama","8.93","7","1.2757142857142857","2005-08-21 22:27:11"
"Stallion Sundance","Sci-Fi","7.94","6","1.3233333333333333","2005-08-23 07:13:43"
"Japanese Run","Horror","7.94","6","1.3233333333333333","2005-08-23 14:43:15"
"Lights Deer","Classics","7.93","7","1.13285714285714285714","2005-08-18 13:42:14"
"Cruelty Unforgiven","Classics","6.94","6","1.15666666666666666667","2005-08-23 02:39:37"
"Treatment Jekyll","Drama","6.94","6","1.15666666666666666667","2005-08-21 04:09:18"
"Young Language","Documentary","6.93","7","0.99000000000000000000","2005-08-23 01:50:31"
"Rebel Airport","Music","6.93","7","0.99000000000000000000","2005-08-23 01:59:14"
"Freedom Cleopatra","Comedy","5.95","5","1.19000000000000000000","2005-08-21 12:48:08"
"Oklahoma Jumanji","New","5.94","6","0.99000000000000000000","2005-08-23 03:44:30"
"Texas Watch","Horror","5.94","6","0.99000000000000000000","2005-08-21 21:02:22"
"Duffel Apocalypse","Documentary","5.94","6","0.99000000000000000000","2005-08-21 00:21:29"
